file_name,class_num
S-211013_S_104_D_127_0001.mp3,8
6984-1-0-0.wav,8
34241-1-0-0.wav,8
S-211014_S_103_C_138_0001.mp3,10
72724-3-2-7.wav,1
S-211013_S_104_D_113_0001.mp3,8
S-211024_S_101_C_035_0001.mp3,7
187378-3-0-30.wav,1
30344-3-0-1.wav,1
S-211024_S_101_C_231_0001.mp3,7
30344-3-0-3.wav,1
24965-3-2-0.wav,1
72259-1-9-6.wav,8
S-211124_S_102_L_001_0001.mp3,5
69661-3-0-14.wav,1
S-211014_S_103_C_355_0001.mp3,10
176638-1-0-0.wav,8
203356-3-0-1.wav,1
209672-3-6-0.wav,1
72259-1-9-5.wav,8
180052-3-0-1.wav,1
7389-1-2-0.wav,8
S-211115_S_101_C_024_0001.mp3,4
49974-1-0-0.wav,8
S-211014_S_103_C_241_0001.mp3,10
24965-3-1-0.wav,1
180256-3-0-1.wav,1
161922-3-1-5.wav,1
S-211024_S_101_C_229_0001.mp3,7
33849-3-4-0.wav,1
S-211014_S_103_C_198_0001.mp3,10
185436-1-2-0.wav,8
S-211014_S_103_C_144_0001.mp3,10
128465-1-0-3.wav,8
58382-3-0-0.wav,1
207962-3-0-0.wav,1
105088-3-0-19.wav,1
S-211103_S_102_C_239_0001.mp3,5
S-211124_S_101_L_008_0001.mp3,6
67049-3-0-1.wav,1
27217-3-0-22.wav,1
99812-1-1-0.wav,8
179386-3-0-1.wav,1
S-211107_S_102_C_033_0001.mp3,5
49808-3-1-8.wav,1
161923-3-0-19.wav,1
72567-1-3-0.wav,8
180156-1-12-0.wav,8
S-211013_S_104_D_051_0001.mp3,8
35628-3-0-0.wav,1
S-210709_S_104_D_012_0001.mp3,8
108187-3-4-0.wav,1
9031-3-1-0.wav,1
S-211013_S_104_D_069_0001.mp3,8
30226-3-1-3.wav,1
S-211013_S_104_D_081_0001.mp3,8
S-211124_S_102_L_004_0001.mp3,5
54187-1-0-1.wav,8
70168-3-1-13.wav,1
59800-3-3-1.wav,1
72567-1-1-0.wav,8
57553-3-1-0.wav,1
12647-3-2-0.wav,1
201207-3-0-0.wav,1
S-211013_S_104_D_138_0001.mp3,8
100648-1-1-0.wav,8
85362-3-2-0.wav,1
S-211013_S_104_D_116_0001.mp3,8
S-211115_S_101_C_026_0001.mp3,6
65472-1-0-0.wav,8
7389-1-3-1.wav,8
157649-3-2-0.wav,1
128891-3-0-4.wav,1
74513-3-0-6.wav,1
S-211115_S_101_C_006_0001.mp3,6
199769-1-0-10.wav,8
160366-3-0-7.wav,1
S-211013_S_104_D_075_0001.mp3,8
72259-1-9-12.wav,8
72220-3-2-3.wav,1
S-211014_S_103_C_140_0001.mp3,10
S-211014_S_103_C_284_0001.mp3,10
63292-3-0-1.wav,1
S-211014_S_103_C_276_0001.mp3,10
S-211014_S_103_C_359_0001.mp3,10
44278-1-1-0.wav,8
S-210820_S_102_L_001_0001.mp3,5
S-211107_S_103_C_024_0001.mp3,10
81799-3-0-1.wav,1
S-211103_S_102_C_214_0001.mp3,5
33641-3-8-0.wav,1
194754-3-0-0.wav,1
95549-3-0-14.wav,1
51024-3-0-23.wav,1
S-211024_S_101_C_074_0001.mp3,7
S-211107_S_103_C_035_0001.mp3,0
162540-1-1-0.wav,8
S-211014_S_103_C_197_0001.mp3,10
181725-3-0-16.wav,1
72259-1-0-5.wav,8
S-211026_S_101_C_001_0001.mp3,6
S-211014_S_103_C_194_0001.mp3,10
S-211116_S_104_C_004_0001.mp3,8
175852-1-0-0.wav,8
S-211014_S_103_C_229_0001.mp3,10
55013-3-0-4.wav,1
72259-1-7-9.wav,8
110371-3-1-1.wav,1
S-211014_S_103_C_003_0001.mp3,10
28808-1-0-11.wav,8
S-211014_S_101_C_003_0001.mp3,2
S-211107_S_102_C_029_0001.mp3,5
S-211106_S_103_C_018_0001.mp3,10
128470-3-0-1.wav,1
S-211115_S_101_C_002_0001.mp3,4
72259-1-7-15.wav,8
200161-3-7-0.wav,1
S-211014_S_103_C_136_0001.mp3,10
S-211127_S_102_C_009_0001.mp3,9
38236-3-2-2.wav,1
51027-3-1-1.wav,1
24074-1-0-0.wav,8
S-211024_S_101_C_108_0001.mp3,7
24074-1-0-7.wav,8
132073-1-3-0.wav,8
28808-1-0-2.wav,8
66587-3-2-0.wav,1
S-211129_S_104_C_054_0001.mp3,3
71309-1-0-2.wav,8
13577-3-0-2.wav,1
71309-1-0-3.wav,8
63292-3-0-0.wav,1
171464-3-0-0.wav,1
S-211116_S_104_C_217_0001.mp3,8
187356-1-4-0.wav,8
S-211013_S_104_D_066_0001.mp3,8
S-211024_S_101_C_230_0001.mp3,7
118101-3-0-4.wav,1
54823-3-0-0.wav,1
115535-3-0-0.wav,1
70098-3-1-0.wav,1
59800-3-0-0.wav,1
S-211013_S_104_D_098_0001.mp3,8
178115-1-0-0.wav,8
S-211107_S_103_C_218_0001.mp3,10
109233-3-0-6.wav,1
S-211014_S_103_C_137_0001.mp3,10
160366-3-0-13.wav,1
72259-1-9-3.wav,8
82024-3-0-6.wav,1
171249-1-2-0.wav,8
28284-3-1-0.wav,1
24074-1-0-4.wav,8
189846-3-4-0.wav,1
71312-3-0-2.wav,1
S-211014_S_103_C_217_0001.mp3,10
S-211024_S_101_C_157_0001.mp3,7
72259-1-5-0.wav,8
203516-3-0-0.wav,1
203128-3-1-0.wav,1
132073-1-6-0.wav,8
54858-3-1-2.wav,1
S-211115_S_104_C_225_0001.mp3,8
126521-3-0-18.wav,1
207124-3-1-0.wav,1
S-211014_S_103_C_139_0001.mp3,10
S-211103_S_102_C_229_0001.mp3,5
S-211115_S_101_C_018_0001.mp3,4
187356-1-3-0.wav,8
175853-1-0-0.wav,8
190680-3-6-0.wav,1
180052-3-0-0.wav,1
81791-3-0-0.wav,1
34771-3-0-4.wav,1
173995-3-0-11.wav,1
S-211103_S_102_C_269_0001.mp3,5
9031-3-3-0.wav,1
72579-3-0-4.wav,1
185436-1-6-0.wav,8
81722-3-0-28.wav,1
24074-1-0-1.wav,8
178118-3-1-0.wav,1
100795-3-1-1.wav,1
173993-3-0-51.wav,1
S-211107_S_102_C_027_0001.mp3,5
72259-1-8-0.wav,8
174026-3-1-1.wav,1
155310-3-0-0.wav,1
128465-1-0-1.wav,8
35296-3-2-0.wav,1
72567-1-2-0.wav,8
125520-1-2-0.wav,8
34872-3-0-2.wav,1
S-211106_S_103_C_009_0001.mp3,10
183992-3-0-3.wav,1
S-211013_S_104_D_110_0001.mp3,8
S-211014_S_104_C_002_0001.mp3,8
S-211116_S_104_C_219_0001.mp3,8
50885-3-0-3.wav,1
77674-3-0-0.wav,1
110918-3-0-40.wav,1
72259-1-9-16.wav,8
S-211013_S_104_D_099_0001.mp3,8
166421-3-0-5.wav,1
S-211124_S_102_L_003_0001.mp3,5
S-211124_S_101_L_003_0001.mp3,2
118072-3-0-0.wav,1
S-211107_S_103_C_016_0001.mp3,10
S-211014_S_103_C_165_0001.mp3,10
139948-3-2-0.wav,1
31325-3-4-0.wav,1
51027-3-1-4.wav,1
160092-3-0-0.wav,1
72579-3-0-3.wav,1
S-211103_S_102_C_259_0001.mp3,5
S-211014_S_103_C_221_0001.mp3,10
S-211124_S_102_L_005_0001.mp3,5
61250-3-0-62.wav,1
S-211103_S_102_C_255_0001.mp3,5
116483-3-0-1.wav,1
S-211014_S_103_C_129_0001.mp3,10
81722-3-0-21.wav,1
102842-3-0-1.wav,1
22973-3-0-1.wav,1
72259-1-7-18.wav,8
23131-3-2-0.wav,1
S-211019_S_104_C_002_0001.mp3,8
7965-3-11-0.wav,1
57553-3-0-0.wav,1
118496-1-1-0.wav,8
199769-1-0-1.wav,8
22973-3-0-2.wav,1
155314-3-0-2.wav,1
118964-3-0-0.wav,1
S-211024_S_101_C_303_0001.mp3,7
122199-3-1-1.wav,1
S-211103_S_102_C_235_0001.mp3,5
174873-3-5-12.wav,1
54086-1-0-0.wav,8
81799-3-1-0.wav,1
S-211113_S_103_C_005_0001.mp3,10
63261-3-0-0.wav,1
S-211103_S_102_C_034_0001.mp3,5
S-210709_S_104_D_019_0001.mp3,8
157322-3-0-4.wav,1
S-211014_S_103_C_204_0001.mp3,10
S-211103_S_102_C_212_0001.mp3,5
S-211024_S_101_C_244_0001.mp3,7
175842-1-0-0.wav,8
S-211024_S_101_C_251_0001.mp3,7
175917-3-1-1.wav,1
S-211116_S_104_C_006_0001.mp3,8
S-211013_S_104_D_157_0001.mp3,8
72259-1-9-10.wav,8
155488-3-3-1.wav,1
180256-3-0-3.wav,1
85661-3-0-0.wav,1
176634-1-0-0.wav,8
179096-3-0-9.wav,1
180977-3-1-1.wav,1
157950-3-0-0.wav,1
S-211103_S_102_C_037_0001.mp3,5
S-211014_S_103_C_254_0001.mp3,10
72259-1-9-17.wav,8
115411-3-2-0.wav,1
23131-3-5-0.wav,1
99812-1-4-0.wav,8
105088-3-0-10.wav,1
157322-3-0-6.wav,1
72567-1-5-0.wav,8
S-210820_S_103_L_001_0001.mp3,10
S-211014_S_103_C_288_0001.mp3,10
143115-1-1-0.wav,8
S-211014_S_103_C_214_0001.mp3,10
S-211116_S_104_C_009_0001.mp3,8
72259-1-10-10.wav,8
17615-3-0-6.wav,1
157695-3-0-8.wav,1
S-211014_S_103_C_128_0001.mp3,10
S-210821_S_101_L_007_0001.mp3,2
29936-3-2-0.wav,1
175917-3-2-2.wav,1
110371-3-0-1.wav,1
175850-1-0-0.wav,8
28808-1-0-9.wav,8
18581-3-1-1.wav,1
S-211107_S_102_C_028_0001.mp3,5
30832-3-1-0.wav,1
54086-1-1-0.wav,8
81722-3-0-26.wav,1
S-211014_S_103_C_257_0001.mp3,10
72724-3-1-0.wav,1
S-211107_S_103_C_020_0001.mp3,10
179865-1-0-0.wav,8
128465-1-0-8.wav,8
138015-3-0-1.wav,1
203440-3-0-5.wav,1
4918-3-3-0.wav,1
S-211107_S_103_C_018_0001.mp3,10
30226-3-1-0.wav,1
173993-3-0-52.wav,1
S-211107_S_103_C_011_0001.mp3,10
100795-3-1-0.wav,1
S-211014_S_103_C_249_0001.mp3,10
S-210709_S_104_D_010_0001.mp3,8
17124-1-0-0.wav,8
26256-3-4-0.wav,1
116484-3-0-12.wav,1
52441-3-1-2.wav,1
174994-3-0-0.wav,1
155309-3-0-0.wav,1
79584-3-0-5.wav,1
31325-3-3-6.wav,1
176258-3-1-12.wav,1
35629-3-2-0.wav,1
199769-1-0-9.wav,8
112195-3-0-57.wav,1
191687-3-0-0.wav,1
S-211107_S_103_C_013_0001.mp3,10
183992-3-0-10.wav,1
74950-3-2-5.wav,1
31323-3-0-1.wav,1
171249-1-1-0.wav,8
72829-3-0-1.wav,1
50885-3-0-5.wav,1
S-211028_S_104_D_012_0001.mp3,8
S-211103_S_102_C_126_0001.mp3,5
S-211014_S_103_C_247_0001.mp3,10
173995-3-0-27.wav,1
100652-3-0-2.wav,1
S-211014_S_103_C_231_0001.mp3,10
31325-3-1-1.wav,1
52077-3-0-13.wav,1
24076-1-1-0.wav,8
125574-3-0-0.wav,1
142641-3-0-0.wav,1
S-211103_S_102_C_250_0001.mp3,5
20841-3-4-0.wav,1
125791-3-0-15.wav,1
72259-1-2-0.wav,8
18581-3-0-0.wav,1
S-211013_S_104_D_089_0001.mp3,8
72259-1-7-22.wav,8
203356-3-0-3.wav,1
69883-3-0-5.wav,1
189846-3-1-0.wav,1
S-211014_S_103_C_044_0001.mp3,10
100652-3-0-1.wav,1
19026-1-0-0.wav,8
44278-1-0-0.wav,8
179867-1-0-0.wav,8
199769-1-0-17.wav,8
164311-3-0-0.wav,1
24965-3-0-0.wav,1
147672-3-1-0.wav,1
20015-3-0-19.wav,1
7913-3-3-0.wav,1
155488-3-3-0.wav,1
S-211014_S_103_C_200_0001.mp3,10
85544-3-6-0.wav,1
144028-3-1-0.wav,1
54187-1-0-0.wav,8
22973-3-0-0.wav,1
7389-1-4-7.wav,8
S-211115_S_104_C_016_0001.mp3,8
57105-3-1-0.wav,1
S-211106_S_103_C_014_0001.mp3,10
72567-1-2-2.wav,8
89211-3-0-0.wav,1
190996-3-0-8.wav,1
176258-3-1-18.wav,1
203356-3-0-2.wav,1
30344-3-0-0.wav,1
201207-3-13-0.wav,1
125791-3-0-13.wav,1
85362-3-0-0.wav,1
42371-3-0-0.wav,1
158607-3-0-0.wav,1
S-211014_S_103_C_248_0001.mp3,10
72220-3-2-4.wav,1
S-211024_S_101_C_290_0001.mp3,7
54187-1-0-4.wav,8
191382-3-1-1.wav,1
S-211024_S_101_C_105_0001.mp3,7
68389-3-0-0.wav,1
165567-3-3-0.wav,1
32318-3-0-1.wav,1
101281-3-0-0.wav,1
128030-3-2-0.wav,1
155130-1-1-0.wav,8
180257-3-0-3.wav,1
81791-3-1-0.wav,1
34872-3-0-1.wav,1
29936-3-3-0.wav,1
74513-3-0-0.wav,1
199769-1-0-16.wav,8
72259-1-7-21.wav,8
99812-1-0-2.wav,8
72259-1-10-8.wav,8
S-211106_S_101_C_001_0001.mp3,7
95404-3-0-5.wav,1
161010-1-3-0.wav,8
164311-3-1-0.wav,1
176257-3-0-0.wav,1
144028-3-1-1.wav,1
S-211019_S_104_C_001_0001.mp3,8
S-211014_S_103_C_272_0001.mp3,10
S-210709_S_104_D_014_0001.mp3,8
S-211103_S_102_C_283_0001.mp3,5
166489-3-0-2.wav,1
S-211103_S_102_C_153_0001.mp3,5
S-211115_S_104_C_011_0001.mp3,8
109711-3-2-6.wav,1
76566-3-0-6.wav,1
S-211127_S_102_C_066_0001.mp3,9
183992-3-0-6.wav,1
S-211115_S_104_C_007_0001.mp3,8
20015-3-0-14.wav,1
S-211107_S_103_C_222_0001.mp3,10
160575-3-4-0.wav,1
S-211013_S_104_D_056_0001.mp3,8
24074-1-0-10.wav,8
7975-3-0-0.wav,1
S-211103_S_102_C_264_0001.mp3,5
33641-3-7-0.wav,1
S-211129_S_104_C_021_0001.mp3,3
4910-3-0-0.wav,1
S-211024_S_101_C_163_0001.mp3,7
4918-3-1-0.wav,1
9032-3-0-0.wav,1
95549-3-0-20.wav,1
109233-3-0-5.wav,1
196127-3-0-3.wav,1
72724-3-2-9.wav,1
72259-1-7-3.wav,8
77927-3-0-1.wav,1
S-211103_S_102_C_238_0001.mp3,5
19503-3-2-0.wav,1
S-211024_S_101_C_110_0001.mp3,7
S-211013_S_104_D_196_0001.mp3,8
199769-1-0-6.wav,8
S-210709_S_104_D_006_0001.mp3,8
179864-1-0-0.wav,8
41306-3-0-13.wav,1
190996-3-0-0.wav,1
42101-1-1-0.wav,8
44110-3-4-0.wav,1
43787-3-1-0.wav,1
194753-3-2-0.wav,1
173994-3-0-3.wav,1
20841-3-6-0.wav,1
S-211014_S_103_C_201_0001.mp3,10
69777-3-0-0.wav,1
72538-3-0-1.wav,1
196127-3-0-1.wav,1
S-210820_S_101_L_004_0001.mp3,2
138468-1-0-0.wav,8
72567-1-4-4.wav,8
S-211103_S_102_C_287_0001.mp3,5
54545-3-0-0.wav,1
162728-1-0-0.wav,8
157695-3-0-2.wav,1
7383-3-1-0.wav,1
S-211024_S_101_C_014_0001.mp3,7
89213-3-0-0.wav,1
S-211013_S_104_D_108_0001.mp3,8
S-211028_S_104_D_011_0001.mp3,8
185436-1-0-0.wav,8
S-211127_S_103_C_060_0001.mp3,10
116163-3-2-0.wav,1
S-211126_S_102_C_045_0001.mp3,5
208030-3-4-0.wav,1
51022-3-30-4.wav,1
S-210709_S_104_D_008_0001.mp3,8
73168-1-1-0.wav,8
190680-3-4-0.wav,1
204919-3-4-0.wav,1
S-211103_S_102_C_234_0001.mp3,5
94868-1-0-0.wav,8
117271-3-0-2.wav,1
43784-3-0-0.wav,1
72259-1-9-7.wav,8
61250-3-0-31.wav,1
S-211115_S_101_C_224_0001.mp3,4
193394-3-0-7.wav,1
77233-3-0-79.wav,1
S-211107_S_103_C_019_0001.mp3,10
7389-1-4-5.wav,8
77927-3-1-1.wav,1
72259-1-9-15.wav,8
102547-3-0-8.wav,1
180156-1-9-0.wav,8
36902-3-0-0.wav,1
70168-3-1-11.wav,1
S-211116_S_104_C_023_0001.mp3,8
54187-1-0-2.wav,8
179866-1-0-0.wav,8
151359-1-3-0.wav,8
157695-3-0-27.wav,1
44110-3-3-0.wav,1
72221-3-4-5.wav,1
192236-3-0-6.wav,1
72220-3-0-0.wav,1
7389-1-0-6.wav,8
126521-3-0-2.wav,1
49808-3-1-22.wav,1
50614-3-0-0.wav,1
S-211103_S_102_C_050_0001.mp3,5
S-211127_S_103_C_059_0001.mp3,10
116163-3-1-0.wav,1
9032-3-1-0.wav,1
43787-3-2-0.wav,1
125520-1-0-0.wav,8
95404-3-0-1.wav,1
S-210820_S_103_L_004_0001.mp3,10
52441-3-0-0.wav,1
86284-3-1-0.wav,1
S-211103_S_102_C_236_0001.mp3,5
71439-1-1-0.wav,8
S-211014_S_103_C_230_0001.mp3,10
162541-1-0-0.wav,8
S-211103_S_102_C_185_0001.mp3,5
29937-3-0-8.wav,1
33696-3-4-1.wav,1
S-211013_S_104_D_190_0001.mp3,8
82811-3-0-2.wav,1
83488-1-1-0.wav,8
94868-1-2-0.wav,8
S-211007_S_101_D_001_0001.mp3,4
162541-1-2-0.wav,8
99812-1-0-0.wav,8
S-211103_S_102_C_305_0001.mp3,5
24074-1-0-11.wav,8
72259-1-0-0.wav,8
S-211103_S_102_C_045_0001.mp3,5
24074-1-0-13.wav,8
30832-3-7-0.wav,1
72539-3-0-5.wav,1
S-211127_S_102_C_010_0001.mp3,9
S-211127_S_102_C_022_0001.mp3,9
S-211103_S_102_C_279_0001.mp3,5
180257-3-0-5.wav,1
34771-3-0-14.wav,1
175917-3-0-3.wav,1
S-211024_S_101_C_041_0001.mp3,7
12647-3-3-0.wav,1
118101-3-0-6.wav,1
74950-3-0-0.wav,1
102102-3-0-0.wav,1
110918-3-0-1.wav,1
63932-3-1-1.wav,1
S-211103_S_102_C_252_0001.mp3,5
23131-3-0-0.wav,1
115411-3-0-0.wav,1
28808-1-0-4.wav,8
72261-3-0-27.wav,1
S-211115_S_104_C_031_0001.mp3,8
117271-3-0-3.wav,1
S-211103_S_102_C_298_0001.mp3,5
S-211103_S_102_C_284_0001.mp3,5
117048-3-0-17.wav,1
S-211024_S_101_C_242_0001.mp3,7
203128-3-3-0.wav,1
26255-3-8-0.wav,1
72537-3-0-6.wav,1
125520-1-3-0.wav,8
81799-3-1-2.wav,1
119420-3-1-0.wav,1
157649-3-0-1.wav,1
177620-3-0-8.wav,1
17615-3-0-3.wav,1
S-211124_S_101_L_007_0001.mp3,2
17810-3-0-0.wav,1
S-211103_S_102_C_169_0001.mp3,5
119420-3-0-0.wav,1
85544-3-7-0.wav,1
83465-1-0-0.wav,8
28808-1-0-5.wav,8
69777-3-0-2.wav,1
87275-1-0-0.wav,8
S-211113_S_103_C_006_0001.mp3,10
S-211103_S_102_C_316_0001.mp3,5
183894-1-6-0.wav,8
S-211103_S_102_C_117_0001.mp3,5
S-211014_S_103_C_215_0001.mp3,10
162702-1-0-0.wav,8
S-211014_S_103_C_151_0001.mp3,10
173995-3-0-3.wav,1
7389-1-4-8.wav,8
82024-3-0-4.wav,1
156418-3-1-0.wav,1
S-211014_S_103_C_045_0001.mp3,10
178497-3-0-6.wav,1
128240-3-0-39.wav,1
199769-1-0-13.wav,8
156418-3-0-0.wav,1
19503-3-1-0.wav,1
51024-3-0-16.wav,1
38121-3-0-0.wav,1
24074-1-0-5.wav,8
191687-3-0-11.wav,1
128465-1-0-7.wav,8
199769-1-0-2.wav,8
112195-3-0-80.wav,1
183894-1-5-0.wav,8
41372-3-0-39.wav,1
S-211115_S_104_C_032_0001.mp3,8
185436-1-7-0.wav,8
S-211014_S_103_C_240_0001.mp3,10
81722-3-0-22.wav,1
165567-3-4-0.wav,1
179096-3-0-1.wav,1
182474-1-0-0.wav,8
74723-3-0-0.wav,1
7389-1-3-5.wav,8
S-211013_S_104_D_118_0001.mp3,8
128465-1-0-2.wav,8
82317-1-0-0.wav,8
71439-1-0-0.wav,8
S-211103_S_102_C_163_0001.mp3,5
S-211106_S_102_C_027_0001.mp3,5
26185-1-1-0.wav,8
72259-1-5-3.wav,8
57553-3-2-0.wav,1
89679-1-0-0.wav,8
72259-1-10-7.wav,8
71309-1-0-4.wav,8
176631-1-0-0.wav,8
76640-3-0-0.wav,1
9674-1-0-0.wav,8
110688-3-0-17.wav,1
114587-3-0-4.wav,1
S-211107_S_103_C_017_0001.mp3,10
11722-3-1-0.wav,1
152588-3-1-0.wav,1
S-211013_S_104_D_049_0001.mp3,8
179096-3-0-5.wav,1
S-211024_S_101_C_038_0001.mp3,7
161922-3-1-6.wav,1
101281-3-0-14.wav,1
72259-1-0-2.wav,8
72259-1-6-1.wav,8
S-211129_S_104_C_053_0001.mp3,3
174026-3-2-2.wav,1
S-211113_S_103_C_007_0001.mp3,10
180156-1-5-0.wav,8
72259-1-7-11.wav,8
110688-3-0-2.wav,1
22347-3-3-0.wav,1
116400-3-1-1.wav,1
74725-3-0-0.wav,1
18933-1-0-0.wav,8
68389-3-1-0.wav,1
S-210709_S_104_D_001_0001.mp3,8
72259-1-0-4.wav,8
54086-1-2-0.wav,8
46391-1-0-0.wav,8
S-211103_S_102_C_030_0001.mp3,5
191382-3-0-0.wav,1
177620-3-0-21.wav,1
S-211124_S_102_L_006_0001.mp3,5
26177-1-0-0.wav,8
180257-3-0-4.wav,1
9031-3-4-0.wav,1
155294-3-0-0.wav,1
S-211104_S_103_C_007_0001.mp3,0
S-210715_S_101_D_001_0001.mp3,4
74495-3-0-0.wav,1
128465-1-0-0.wav,8
197080-3-1-0.wav,1
29932-1-1-0.wav,8
S-211024_S_101_C_079_0001.mp3,7
S-211116_S_104_C_019_0001.mp3,8
190996-3-0-1.wav,1
155315-3-0-0.wav,1
71439-1-2-0.wav,8
71309-1-0-7.wav,8
S-211026_S_101_C_003_0001.mp3,6
207124-3-2-0.wav,1
112195-3-0-38.wav,1
S-211106_S_102_C_024_0001.mp3,5
S-211024_S_101_C_254_0001.mp3,7
36902-3-2-0.wav,1
S-211014_S_103_C_134_0001.mp3,10
174873-3-5-10.wav,1
S-211103_S_102_C_291_0001.mp3,5
85663-3-0-0.wav,1
207124-3-0-0.wav,1
20841-3-2-0.wav,1
S-211014_S_103_C_152_0001.mp3,10
41306-3-0-4.wav,1
192236-3-0-4.wav,1
69883-3-0-20.wav,1
4912-3-3-0.wav,1
S-210821_S_101_L_006_0001.mp3,2
S-211103_S_102_C_301_0001.mp3,5
155299-3-0-1.wav,1
S-211015_S_103_C_001_0001.mp3,10
72259-1-7-6.wav,8
S-210820_S_101_L_003_0001.mp3,2
103076-3-0-0.wav,1
159726-3-1-0.wav,1
S-211013_S_104_D_055_0001.mp3,8
S-211014_S_103_C_218_0001.mp3,10
7389-1-0-1.wav,8
9674-1-0-1.wav,8
66115-1-0-1.wav,8
S-211103_S_102_C_141_0001.mp3,5
183989-3-1-18.wav,1
S-211106_S_102_C_028_0001.mp3,5
72259-1-7-1.wav,8
9031-3-2-0.wav,1
54858-3-2-0.wav,1
S-211107_S_103_C_015_0001.mp3,10
71700-3-4-3.wav,1
197075-3-1-1.wav,1
72259-1-10-13.wav,8
160366-3-0-4.wav,1
344-3-1-0.wav,1
155299-3-1-0.wav,1
S-211106_S_102_C_021_0001.mp3,5
180156-1-6-0.wav,8
20285-3-0-0.wav,1
72567-1-4-5.wav,8
S-211127_S_102_C_011_0001.mp3,9
155129-1-0-0.wav,8
50223-3-0-6.wav,1
S-211127_S_102_C_064_0001.mp3,9
S-211024_S_101_C_243_0001.mp3,7
7389-1-4-0.wav,8
S-211112_S_102_C_004_0001.mp3,5
109711-3-2-4.wav,1
121299-1-0-0.wav,8
101281-3-0-5.wav,1
S-211014_S_103_C_141_0001.mp3,10
S-211013_S_104_D_091_0001.mp3,8
102103-3-0-0.wav,1
185436-1-3-0.wav,8
103076-3-2-0.wav,1
13577-3-5-0.wav,1
72567-1-4-0.wav,8
113785-3-1-0.wav,1
116483-3-0-2.wav,1
S-211014_S_103_C_243_0001.mp3,10
72829-3-0-2.wav,1
82024-3-0-5.wav,1
137803-3-0-0.wav,1
S-211103_S_102_C_149_0001.mp3,5
S-210709_S_104_D_013_0001.mp3,8
174994-3-0-2.wav,1
114587-3-0-7.wav,1
44110-3-0-0.wav,1
S-211014_S_103_C_364_0001.mp3,10
S-211024_S_101_C_117_0001.mp3,7
196127-3-0-4.wav,1
